"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0033674" "BP" "GO:0033674" "positive regulation of kinase activity" "18/92" "467/18723" 1.08261992760796e-11 3.65798168481183e-10 2.17864691314295e-10 "IL6R/RANBP2/IL1B/TLR3/STK4/SLC11A1/ACE/ADAM17/CD19/CD4/IFNG/IL18/JAK2/MTOR/TLR4/TNF/VEGFA/ERN1" 18
"GO:0031663" "BP" "GO:0031663" "lipopolysaccharide-mediated signaling pathway" "9/92" "60/18723" 1.34672258705114e-11 4.49742705815219e-10 2.67860979676635e-10 "IL1B/CCL3/TICAM1/IRF3/CD14/IL18/TLR4/TNF/MAPK3" 9
"GO:0016032" "BP" "GO:0016032" "viral process" "17/92" "415/18723" 1.67357575955321e-11 5.52472365682393e-10 3.29045445768175e-10 "STAT1/CCR5/CCL3/ANPEP/CD4/CTSB/CTSL/CXCL8/DPP4/FURIN/IFIH1/MAVS/NCAM1/NRP1/RSAD2/TNF/MX1" 17
"GO:0045428" "BP" "GO:0045428" "regulation of nitric oxide biosynthetic process" "9/92" "62/18723" 1.83334877362722e-11 5.98338372483792e-10 3.56362650376104e-10 "IL1B/CX3CR1/TICAM1/IFNG/IL10/JAK2/MTOR/TLR4/TNF" 9
"GO:0002688" "BP" "GO:0002688" "regulation of leukocyte chemotaxis" "11/92" "122/18723" 1.95864010418568e-11 6.32046559463063e-10 3.76438813637105e-10 "IL6R/CX3CR1/CCR2/CCL3/ADAM17/CXCL10/CXCL8/DPP4/SERPINE1/VEGFA/MAPK3" 11
"GO:0080164" "BP" "GO:0080164" "regulation of nitric oxide metabolic process" "9/92" "64/18723" 2.4690720225835e-11 7.8790831653998e-10 4.69268074467625e-10 "IL1B/CX3CR1/TICAM1/IFNG/IL10/JAK2/MTOR/TLR4/TNF" 9
"GO:0002720" "BP" "GO:0002720" "positive regulation of cytokine production involved in immune response" "9/92" "65/18723" 2.85444294898394e-11 8.91082624943682e-10 5.30717367517037e-10 "IL1B/TICAM1/DDX58/HLA-A/IL18/MAVS/NLRP3/RSAD2/TLR4" 9
"GO:0071677" "BP" "GO:0071677" "positive regulation of mononuclear cell migration" "9/92" "65/18723" 2.85444294898394e-11 8.91082624943682e-10 5.30717367517037e-10 "CX3CR1/CCR2/DOCK8/FADD/CCL3/ADAM17/CXCL10/SERPINE1/TNF" 9
"GO:0002690" "BP" "GO:0002690" "positive regulation of leukocyte chemotaxis" "10/92" "94/18723" 3.20295179773126e-11 9.89126619686472e-10 5.89111111637046e-10 "IL6R/CX3CR1/CCR2/CCL3/ADAM17/CXCL10/CXCL8/SERPINE1/VEGFA/MAPK3" 10
"GO:0051091" "BP" "GO:0051091" "positive regulation of DNA-binding transcription factor activity" "14/92" "260/18723" 3.35704139805579e-11 1.02568328672513e-09 6.10883793039268e-10 "IL1B/CX3CR1/TLR3/STAT3/TICAM1/DDX58/IL10/IL18/JAK2/MAVS/NLRP3/TLR4/TNF/VEGFA" 14
"GO:0002822" "BP" "GO:0002822" "regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" "12/92" "168/18723" 3.57558875942368e-11 1.0809569386384e-09 6.4380407025634e-10 "IL1B/CCR2/FADD/SLC11A1/CD4/HLA-A/IL10/IL18/NLRP3/RSAD2/TNF/HLA-B" 12
"GO:0018108" "BP" "GO:0018108" "peptidyl-tyrosine phosphorylation" "16/92" "375/18723" 3.85341392939335e-11 1.15281300054351e-09 6.86600617901776e-10 "IL6R/IL6ST/ACE/ADAM17/CD4/IFNG/IL18/IL7/JAK1/JAK2/MTOR/NRP1/TNF/TYK2/VEGFA/MAPK3" 16
"GO:0019058" "BP" "GO:0019058" "viral life cycle" "15/92" "317/18723" 3.91958996687719e-11 1.16052189534755e-09 6.91191936644105e-10 "CCR5/ANPEP/CD4/CTSB/CTSL/CXCL8/DPP4/FURIN/IFIH1/MAVS/NCAM1/NRP1/RSAD2/TNF/MX1" 15
"GO:0018212" "BP" "GO:0018212" "peptidyl-tyrosine modification" "16/92" "378/18723" 4.33802058906162e-11 1.27130562569234e-09 7.57173303676169e-10 "IL6R/IL6ST/ACE/ADAM17/CD4/IFNG/IL18/IL7/JAK1/JAK2/MTOR/NRP1/TNF/TYK2/VEGFA/MAPK3" 16
"GO:0002221" "BP" "GO:0002221" "pattern recognition receptor signaling pathway" "12/92" "172/18723" 4.71234652187117e-11 1.36705648594081e-09 8.14201286341377e-10 "TLR3/UNC93B1/TRAF3/TICAM1/IRF3/TLR7/CD14/CTSS/DDX58/IFIH1/RSAD2/TLR4" 12
"GO:0002705" "BP" "GO:0002705" "positive regulation of leukocyte mediated immunity" "11/92" "134/18723" 5.46936318004649e-11 1.57080110530935e-09 9.35548965007953e-10 "IL1B/FADD/TICAM1/DDX58/HLA-A/IL18/MAVS/NLRP3/RSAD2/TNF/HLA-B" 11
"GO:0045860" "BP" "GO:0045860" "positive regulation of protein kinase activity" "16/92" "386/18723" 5.91928873772392e-11 1.68318784700427e-09 1.00248506501317e-09 "IL6R/IL1B/TLR3/STK4/SLC11A1/ACE/ADAM17/CD4/IFNG/IL18/JAK2/MTOR/TLR4/TNF/VEGFA/ERN1" 16
"GO:0050863" "BP" "GO:0050863" "regulation of T cell activation" "15/92" "329/18723" 6.61209583397047e-11 1.86175874854541e-09 1.10883960064004e-09 "IL1B/CCR2/IL6ST/DOCK8/RAG1/FADD/CD4/DPP4/HLA-A/IFNG/IL10/IL18/IL2RA/IL7/NLRP3" 15
"GO:0002366" "BP" "GO:0002366" "leukocyte activation involved in immune response" "14/92" "275/18723" 7.07891875686605e-11 1.97384996793391e-09 1.17559969135486e-09 "IL6R/CX3CR1/CCR2/CCL3/STAT3/TICAM1/SLC11A1/CD19/IFNG/IL10/IL18/MTOR/NLRP3/TLR4" 14
"GO:0002263" "BP" "GO:0002263" "cell activation involved in immune response" "14/92" "279/18723" 8.5717364384579e-11 2.36711798569722e-09 1.40982507211479e-09 "IL6R/CX3CR1/CCR2/CCL3/STAT3/TICAM1/SLC11A1/CD19/IFNG/IL10/IL18/MTOR/NLRP3/TLR4" 14
"GO:0007249" "BP" "GO:0007249" "I-kappaB kinase/NF-kappaB signaling" "14/92" "281/18723" 9.42161575846226e-11 2.57703623412415e-09 1.53484968496252e-09 "IL1B/STAT1/CX3CR1/TLR3/FADD/TBK1/TRAF3/TICAM1/IRF3/TLR7/CD4/MAVS/TLR4/TNF" 14
"GO:0050921" "BP" "GO:0050921" "positive regulation of chemotaxis" "11/92" "141/18723" 9.51489341205486e-11 2.57799753579449e-09 1.53542222389167e-09 "IL6R/CX3CR1/CCR2/CCL3/ADAM17/CXCL10/CXCL8/NRP1/SERPINE1/VEGFA/MAPK3" 11
"GO:0045765" "BP" "GO:0045765" "regulation of angiogenesis" "15/92" "342/18723" 1.13802450228491e-10 3.05458539304884e-09 1.81927183100145e-09 "IL1B/STAT1/CX3CR1/CCR2/TLR3/STAT3/CXCL10/CXCL8/IL10/JAK1/NRP1/SERPINE1/TNF/VEGFA/SARS1" 15
"GO:0006809" "BP" "GO:0006809" "nitric oxide biosynthetic process" "9/92" "76/18723" 1.21736420248715e-10 3.23728702735471e-09 1.92808657801327e-09 "IL1B/CX3CR1/TICAM1/IFNG/IL10/JAK2/MTOR/TLR4/TNF" 9
"GO:1901342" "BP" "GO:1901342" "regulation of vasculature development" "15/92" "348/18723" 1.45086342911515e-10 3.8228254756135e-09 2.27682575790644e-09 "IL1B/STAT1/CX3CR1/CCR2/TLR3/STAT3/CXCL10/CXCL8/IL10/JAK1/NRP1/SERPINE1/TNF/VEGFA/SARS1" 15
"GO:0050731" "BP" "GO:0050731" "positive regulation of peptidyl-tyrosine phosphorylation" "12/92" "193/18723" 1.80426519228266e-10 4.71077239294162e-09 2.80567553823858e-09 "IL6R/IL6ST/ACE/ADAM17/CD4/IFNG/IL18/JAK2/MTOR/NRP1/TNF/VEGFA" 12
"GO:0070665" "BP" "GO:0070665" "positive regulation of leukocyte proliferation" "11/92" "150/18723" 1.85821785041718e-10 4.80792942918752e-09 2.86354102126878e-09 "IL1B/CCR2/IL6ST/FADD/TICAM1/HLA-A/IL18/IL2RA/IL7/TLR4/MAPK3" 11
"GO:0071674" "BP" "GO:0071674" "mononuclear cell migration" "12/92" "196/18723" 2.15713331053294e-10 5.53150613200948e-09 3.29449401279702e-09 "IL6R/CX3CR1/CCR2/CCR5/DOCK8/FADD/CCL3/ADAM17/CXCL10/SERPINE1/TNF/MAPK3" 12
"GO:0046209" "BP" "GO:0046209" "nitric oxide metabolic process" "9/92" "81/18723" 2.18510196823524e-10 5.55363969271823e-09 3.30767647730066e-09 "IL1B/CX3CR1/TICAM1/IFNG/IL10/JAK2/MTOR/TLR4/TNF" 9
"GO:0071675" "BP" "GO:0071675" "regulation of mononuclear cell migration" "10/92" "115/18723" 2.42806056618444e-10 6.10536164242523e-09 3.63627498495125e-09 "CX3CR1/CCR2/DOCK8/FADD/CCL3/ADAM17/CXCL10/SERPINE1/TNF/MAPK3" 10
"GO:2001057" "BP" "GO:2001057" "reactive nitrogen species metabolic process" "9/92" "82/18723" 2.44469564372877e-10 6.10536164242523e-09 3.63627498495125e-09 "IL1B/CX3CR1/TICAM1/IFNG/IL10/JAK2/MTOR/TLR4/TNF" 9
"GO:0043331" "BP" "GO:0043331" "response to dsRNA" "8/92" "55/18723" 2.5114542781744e-10 6.21801438527316e-09 3.70336951182704e-09 "TLR3/TICAM1/IRF3/DDX58/IFIH1/MAVS/NFKB1/MAPK3" 8
"GO:0002702" "BP" "GO:0002702" "positive regulation of production of molecular mediator of immune response" "10/92" "117/18723" 2.88231475377491e-10 7.07522048960815e-09 4.21391045873524e-09 "IL1B/TICAM1/DDX58/HLA-A/IL10/IL18/MAVS/NLRP3/RSAD2/TLR4" 10
"GO:0002224" "BP" "GO:0002224" "toll-like receptor signaling pathway" "10/92" "121/18723" 4.02370527045809e-10 9.78618727801406e-09 5.82852746179917e-09 "TLR3/UNC93B1/TRAF3/TICAM1/IRF3/TLR7/CD14/CTSS/RSAD2/TLR4" 10
"GO:0051090" "BP" "GO:0051090" "regulation of DNA-binding transcription factor activity" "16/92" "440/18723" 4.05486172034705e-10 9.78618727801406e-09 5.82852746179917e-09 "IL1B/CX3CR1/TLR3/TRAF3/STAT3/TICAM1/DDX58/IL10/IL18/JAK2/MAVS/NLRP3/TLR4/TNF/VEGFA/MAPK3" 16
"GO:0060759" "BP" "GO:0060759" "regulation of response to cytokine stimulus" "11/92" "162/18723" 4.24943061016166e-10 1.01703039269869e-08 6.0573024048357e-09 "IL1RN/FADD/TBK1/IRF3/ADAM17/DDX58/IFIH1/IL7/MAVS/STAT2/TLR4" 11
"GO:0050730" "BP" "GO:0050730" "regulation of peptidyl-tyrosine phosphorylation" "13/92" "264/18723" 5.37601881391552e-10 1.27602694492276e-08 7.59985260775356e-09 "IL6R/IL6ST/ACE/ADAM17/CD4/IFNG/IL18/IL7/JAK2/MTOR/NRP1/TNF/VEGFA" 13
"GO:0097191" "BP" "GO:0097191" "extrinsic apoptotic signaling pathway" "12/92" "219/18723" 7.7338456309935e-10 1.82062333214863e-08 1.08433987492359e-08 "IL6R/IL1B/TLR3/FADD/STK4/IFNG/IL7/JAK2/NRP1/SERPINE1/TNF/MCL1" 12
"GO:0097529" "BP" "GO:0097529" "myeloid leukocyte migration" "12/92" "220/18723" 8.14758087925943e-10 1.9024270150596e-08 1.13306109788589e-08 "IL6R/CX3CR1/CCR2/CCL3/CXCL1/CXCL10/CXCL5/CXCL8/DPP4/SERPINE1/VEGFA/MAPK3" 12
"GO:0071359" "BP" "GO:0071359" "cellular response to dsRNA" "6/92" "22/18723" 8.35526771007099e-10 1.93518781155838e-08 1.15257300754375e-08 "TLR3/IRF3/DDX58/IFIH1/MAVS/NFKB1" 6
"GO:0045429" "BP" "GO:0045429" "positive regulation of nitric oxide biosynthetic process" "7/92" "40/18723" 8.95981853564351e-10 2.05860790674945e-08 1.22608043119332e-08 "IL1B/TICAM1/IFNG/JAK2/MTOR/TLR4/TNF" 7
"GO:0050920" "BP" "GO:0050920" "regulation of chemotaxis" "12/92" "223/18723" 9.51156595064135e-10 2.16803312779698e-08 1.29125268753485e-08 "IL6R/CX3CR1/CCR2/CCL3/ADAM17/CXCL10/CXCL8/DPP4/NRP1/SERPINE1/VEGFA/MAPK3" 12
"GO:1904407" "BP" "GO:1904407" "positive regulation of nitric oxide metabolic process" "7/92" "41/18723" 1.07615751339301e-09 2.43364124288561e-08 1.44944546975851e-08 "IL1B/TICAM1/IFNG/JAK2/MTOR/TLR4/TNF" 7
"GO:1990868" "BP" "GO:1990868" "response to chemokine" "9/92" "97/18723" 1.12275847722182e-09 2.49966073378377e-08 1.48876583066948e-08 "CX3CR1/CCR2/CCR5/DOCK8/CCL3/CXCL1/CXCL10/CXCL5/CXCL8" 9
"GO:1990869" "BP" "GO:1990869" "cellular response to chemokine" "9/92" "97/18723" 1.12275847722182e-09 2.49966073378377e-08 1.48876583066948e-08 "CX3CR1/CCR2/CCR5/DOCK8/CCL3/CXCL1/CXCL10/CXCL5/CXCL8" 9
"GO:0050671" "BP" "GO:0050671" "positive regulation of lymphocyte proliferation" "10/92" "137/18723" 1.36786199697586e-09 3.02192281178051e-08 1.79981841707349e-08 "IL1B/CCR2/IL6ST/FADD/TICAM1/HLA-A/IL18/IL2RA/IL7/TLR4" 10
"GO:0032946" "BP" "GO:0032946" "positive regulation of mononuclear cell proliferation" "10/92" "138/18723" 1.46884091394907e-09 3.22023748462727e-08 1.91793208932683e-08 "IL1B/CCR2/IL6ST/FADD/TICAM1/HLA-A/IL18/IL2RA/IL7/TLR4" 10
"GO:0048661" "BP" "GO:0048661" "positive regulation of smooth muscle cell proliferation" "9/92" "104/18723" 2.09882865918222e-09 4.56654235543284e-08 2.71977398020025e-08 "IL6R/STAT1/IL10/IL18/JAK2/MTOR/TLR4/TNF/ERN1" 9
"GO:0070997" "BP" "GO:0070997" "neuron death" "14/92" "361/18723" 2.46978968532617e-09 5.33326013252388e-08 3.17642124151565e-08 "CX3CR1/FADD/TBK1/CCL3/STAT3/HSPA5/IFNG/IL10/JAK2/MTOR/NRP1/TLR4/TNF/MCL1" 14
"GO:0070663" "BP" "GO:0070663" "regulation of leukocyte proliferation" "12/92" "245/18723" 2.77034602819111e-09 5.93763715892901e-08 3.53638043661473e-08 "IL1B/CCR2/IL6ST/FADD/TICAM1/HLA-A/IL10/IL18/IL2RA/IL7/TLR4/MAPK3" 12
"GO:0001774" "BP" "GO:0001774" "microglial cell activation" "7/92" "47/18723" 2.93944123808568e-09 6.25338906354228e-08 3.72443821589804e-08 "CX3CR1/TLR3/IFNGR1/CCL3/IFNG/JAK2/TNF" 7
"GO:0002456" "BP" "GO:0002456" "T cell mediated immunity" "9/92" "109/18723" 3.19235552461377e-09 6.74150372550789e-08 4.01515303985864e-08 "IL1B/CCR2/FADD/CD8A/HLA-A/IL18/NLRP3/RSAD2/HLA-B" 9
"GO:0043122" "BP" "GO:0043122" "regulation of I-kappaB kinase/NF-kappaB signaling" "12/92" "249/18723" 3.32632027953332e-09 6.97313273198518e-08 4.1531083013766e-08 "IL1B/STAT1/TLR3/FADD/TBK1/TRAF3/TICAM1/IRF3/CD4/MAVS/TLR4/TNF" 12
"GO:0002440" "BP" "GO:0002440" "production of molecular mediator of immune response" "13/92" "308/18723" 3.49952137766857e-09 7.28306188164067e-08 4.3376981225869e-08 "IL1B/CCR2/TLR3/TICAM1/DDX58/HLA-A/IL10/IL18/MAVS/NLRP3/RSAD2/TLR4/TNF" 13
"GO:0043330" "BP" "GO:0043330" "response to exogenous dsRNA" "7/92" "49/18723" 3.98302282373969e-09 8.22967017969813e-08 4.9014858679114e-08 "TLR3/TICAM1/IRF3/DDX58/IFIH1/MAVS/MAPK3" 7
"GO:0046631" "BP" "GO:0046631" "alpha-beta T cell activation" "10/92" "156/18723" 4.84451232123643e-09 9.93817099042216e-08 5.91904700902947e-08 "IL6R/CCR2/STAT3/CTSL/HLA-A/IFNG/IL18/MTOR/NLRP3/RSAD2" 10
"GO:0002756" "BP" "GO:0002756" "MyD88-independent toll-like receptor signaling pathway" "5/92" "14/18723" 4.96133528345452e-09 1.01056417972208e-07 6.01879047078283e-08 "TLR3/TRAF3/TICAM1/IRF3/TLR4" 5
"GO:1902107" "BP" "GO:1902107" "positive regulation of leukocyte differentiation" "10/92" "157/18723" 5.1534175971104e-09 1.03500806565742e-07 6.16437511616077e-08 "RAG1/FADD/CD4/IFNG/IL10/IL18/IL2RA/IL7/NLRP3/TNF" 10
"GO:1903708" "BP" "GO:1903708" "positive regulation of hemopoiesis" "10/92" "157/18723" 5.1534175971104e-09 1.03500806565742e-07 6.16437511616077e-08 "RAG1/FADD/CD4/IFNG/IL10/IL18/IL2RA/IL7/NLRP3/TNF" 10
"GO:0043367" "BP" "GO:0043367" "CD4-positive, alpha-beta T cell differentiation" "8/92" "83/18723" 7.27448509452448e-09 1.45085563829683e-07 8.64110985277945e-08 "IL6R/STAT3/CTSL/IFNG/IL18/MTOR/NLRP3/RSAD2" 8
"GO:0002730" "BP" "GO:0002730" "regulation of dendritic cell cytokine production" "5/92" "15/18723" 7.41319504889112e-09 1.4683238745114e-07 8.74514842428172e-08 "TLR3/TICAM1/DDX58/MAVS/TLR4" 5
"GO:0002709" "BP" "GO:0002709" "regulation of T cell mediated immunity" "8/92" "85/18723" 8.80490692612772e-09 1.73203374601636e-07 1.03157705515195e-07 "IL1B/CCR2/FADD/HLA-A/IL18/NLRP3/RSAD2/HLA-B" 8
"GO:0002706" "BP" "GO:0002706" "regulation of lymphocyte mediated immunity" "10/92" "168/18723" 9.89841843934103e-09 1.93389508556377e-07 1.15180307654344e-07 "IL1B/CCR2/FADD/HLA-A/IL10/IL18/NLRP3/RSAD2/TNF/HLA-B" 10
"GO:0002711" "BP" "GO:0002711" "positive regulation of T cell mediated immunity" "7/92" "56/18723" 1.04581401077887e-08 2.02944448578171e-07 1.20871107220176e-07 "IL1B/FADD/HLA-A/IL18/NLRP3/RSAD2/HLA-B" 7
"GO:0002371" "BP" "GO:0002371" "dendritic cell cytokine production" "5/92" "16/18723" 1.07410917697054e-08 2.05656103750625e-07 1.22486134215938e-07 "TLR3/TICAM1/DDX58/MAVS/TLR4" 5
"GO:0045342" "BP" "GO:0045342" "MHC class II biosynthetic process" "5/92" "16/18723" 1.07410917697054e-08 2.05656103750625e-07 1.22486134215938e-07 "SLC11A1/IFNG/IL10/JAK2/TLR4" 5
"GO:0070098" "BP" "GO:0070098" "chemokine-mediated signaling pathway" "8/92" "88/18723" 1.16200088228267e-08 2.21011028736147e-07 1.31631330338748e-07 "CX3CR1/CCR2/CCR5/CCL3/CXCL1/CXCL10/CXCL5/CXCL8" 8
"GO:0032612" "BP" "GO:0032612" "interleukin-1 production" "9/92" "128/18723" 1.32285093833336e-08 2.48315548685844e-07 1.47893551757256e-07 "CX3CR1/CCL3/STAT3/IFNG/IL10/JAK2/NLRP3/TLR4/TNF" 9
"GO:0032652" "BP" "GO:0032652" "regulation of interleukin-1 production" "9/92" "128/18723" 1.32285093833336e-08 2.48315548685844e-07 1.47893551757256e-07 "CX3CR1/CCL3/STAT3/IFNG/IL10/JAK2/NLRP3/TLR4/TNF" 9
"GO:0050670" "BP" "GO:0050670" "regulation of lymphocyte proliferation" "11/92" "225/18723" 1.35326752493321e-08 2.52375605948584e-07 1.5031166972088e-07 "IL1B/CCR2/IL6ST/FADD/TICAM1/HLA-A/IL10/IL18/IL2RA/IL7/TLR4" 11
"GO:0001659" "BP" "GO:0001659" "temperature homeostasis" "10/92" "174/18723" 1.38582317263496e-08 2.56779622697265e-07 1.52934645536965e-07 "CPT2/IL1B/CCR2/STAT3/ADAM17/IL18/JAK2/TLR4/TNF/VEGFA" 10
"GO:0032944" "BP" "GO:0032944" "regulation of mononuclear cell proliferation" "11/92" "227/18723" 1.48305696805471e-08 2.73034590529046e-07 1.62615895620034e-07 "IL1B/CCR2/IL6ST/FADD/TICAM1/HLA-A/IL10/IL18/IL2RA/IL7/TLR4" 11
"GO:2000403" "BP" "GO:2000403" "positive regulation of lymphocyte migration" "6/92" "35/18723" 1.72681539613699e-08 3.15886230427098e-07 1.88137782012914e-07 "CCR2/DOCK8/FADD/CCL3/ADAM17/CXCL10" 6
"GO:0048660" "BP" "GO:0048660" "regulation of smooth muscle cell proliferation" "10/92" "180/18723" 1.91601598498481e-08 3.48278348663062e-07 2.07430111632266e-07 "IL6R/STAT1/IFNG/IL10/IL18/JAK2/MTOR/TLR4/TNF/ERN1" 10
"GO:0045766" "BP" "GO:0045766" "positive regulation of angiogenesis" "10/92" "181/18723" 2.01996598243942e-08 3.62583893847876e-07 2.15950310622636e-07 "IL1B/CX3CR1/TLR3/STAT3/CXCL8/IL10/JAK1/NRP1/SERPINE1/VEGFA" 10
"GO:1904018" "BP" "GO:1904018" "positive regulation of vasculature development" "10/92" "181/18723" 2.01996598243942e-08 3.62583893847876e-07 2.15950310622636e-07 "IL1B/CX3CR1/TLR3/STAT3/CXCL8/IL10/JAK1/NRP1/SERPINE1/VEGFA" 10
"GO:0071360" "BP" "GO:0071360" "cellular response to exogenous dsRNA" "5/92" "18/18723" 2.0906291290437e-08 3.72937071963572e-07 2.22116530545669e-07 "TLR3/IRF3/DDX58/IFIH1/MAVS" 5
"GO:0032731" "BP" "GO:0032731" "positive regulation of interleukin-1 beta production" "7/92" "62/18723" 2.16540872295665e-08 3.81537046155307e-07 2.2723856472745e-07 "CCL3/STAT3/IFNG/JAK2/NLRP3/TLR4/TNF" 7
"GO:0048002" "BP" "GO:0048002" "antigen processing and presentation of peptide antigen" "7/92" "62/18723" 2.16540872295665e-08 3.81537046155307e-07 2.2723856472745e-07 "SLC11A1/ACE/CTSL/CTSS/HLA-A/HLA-C/HLA-B" 7
"GO:0048659" "BP" "GO:0048659" "smooth muscle cell proliferation" "10/92" "184/18723" 2.36236951052835e-08 4.13702758185209e-07 2.46396049718137e-07 "IL6R/STAT1/IFNG/IL10/IL18/JAK2/MTOR/TLR4/TNF/ERN1" 10
"GO:0002369" "BP" "GO:0002369" "T cell cytokine production" "6/92" "37/18723" 2.45382361569964e-08 4.24541049655987e-07 2.52851196925296e-07 "IL1B/CCR2/HLA-A/IL18/NLRP3/RSAD2" 6
"GO:0002724" "BP" "GO:0002724" "regulation of T cell cytokine production" "6/92" "37/18723" 2.45382361569964e-08 4.24541049655987e-07 2.52851196925296e-07 "IL1B/CCR2/HLA-A/IL18/NLRP3/RSAD2" 6
"GO:0002683" "BP" "GO:0002683" "negative regulation of immune system process" "14/92" "434/18723" 2.54791709408239e-08 4.38180712227823e-07 2.60974804783101e-07 "CX3CR1/CCR2/TLR3/FADD/CCL3/DPP4/FURIN/HLA-A/IL10/IL2RA/STAT2/TLR4/TNF/HLA-B" 14
"GO:0042063" "BP" "GO:0042063" "gliogenesis" "12/92" "301/18723" 2.76033640146501e-08 4.71886080059971e-07 2.81049288996281e-07 "IL1B/CX3CR1/CCR2/IL6ST/IFNGR1/CCL3/STAT3/IFNG/MTOR/TLR4/TNF/MAPK3" 12
"GO:0002444" "BP" "GO:0002444" "myeloid leukocyte mediated immunity" "8/92" "99/18723" 2.96186833742612e-08 5.03342358880937e-07 2.99784244678758e-07 "CX3CR1/CCR2/CCL3/TICAM1/ACE/ADAM17/DDX58/MAVS" 8
"GO:0034341" "BP" "GO:0034341" "response to interferon-gamma" "9/92" "141/18723" 3.0814523317334e-08 5.20584182161078e-07 3.10053253192989e-07 "STAT1/TLR3/IFNGR1/CCL3/SLC11A1/IFNG/JAK1/JAK2/TLR4" 9
"GO:0033002" "BP" "GO:0033002" "muscle cell proliferation" "11/92" "248/18723" 3.68641352036378e-08 6.19145007630688e-07 3.68754815056395e-07 "IL6R/STAT1/STAT3/IFNG/IL10/IL18/JAK2/MTOR/TLR4/TNF/ERN1" 11
"GO:0035710" "BP" "GO:0035710" "CD4-positive, alpha-beta T cell activation" "8/92" "102/18723" 3.7487119002357e-08 6.25947707992845e-07 3.72806416027113e-07 "IL6R/STAT3/CTSL/IFNG/IL18/MTOR/NLRP3/RSAD2" 8
"GO:0002285" "BP" "GO:0002285" "lymphocyte activation involved in immune response" "10/92" "194/18723" 3.90369215691289e-08 6.48058027436636e-07 3.85975038331819e-07 "IL6R/STAT3/SLC11A1/CD19/IFNG/IL10/IL18/MTOR/NLRP3/TLR4" 10
"GO:1901224" "BP" "GO:1901224" "positive regulation of NIK/NF-kappaB signaling" "7/92" "69/18723" 4.62000280112689e-08 7.62565979588301e-07 4.54174504043025e-07 "IL1B/TLR3/TLR7/CD14/IL18/TLR4/TNF" 7
"GO:0007252" "BP" "GO:0007252" "I-kappaB phosphorylation" "5/92" "21/18723" 4.9078250010001e-08 8.05444194449844e-07 4.79712218142867e-07 "CX3CR1/TLR3/TLR7/TLR4/TNF" 5
"GO:0042098" "BP" "GO:0042098" "T cell proliferation" "10/92" "199/18723" 4.96495779904698e-08 8.10190840844485e-07 4.82539259775798e-07 "IL1B/CCR2/IL6ST/DOCK8/FADD/SLC11A1/HLA-A/IL10/IL18/IL2RA" 10
"GO:0019882" "BP" "GO:0019882" "antigen processing and presentation" "8/92" "106/18723" 5.07356415255846e-08 8.18611025064489e-07 4.87554213359403e-07 "SLC11A1/ACE/CD8A/CTSL/CTSS/HLA-A/HLA-C/HLA-B" 8
"GO:0071887" "BP" "GO:0071887" "leukocyte apoptotic process" "8/92" "106/18723" 5.07356415255846e-08 8.18611025064489e-07 4.87554213359403e-07 "DOCK8/RAG1/FADD/IRF3/ADAM17/CTSL/IL10/IL2RA" 8
"GO:1901214" "BP" "GO:1901214" "regulation of neuron death" "12/92" "319/18723" 5.22431121274098e-08 8.38224681731402e-07 4.9923585537807e-07 "CX3CR1/TBK1/CCL3/STAT3/IFNG/IL10/JAK2/MTOR/NRP1/TLR4/TNF/MCL1" 12
"GO:0044409" "BP" "GO:0044409" "entry into host" "9/92" "151/18723" 5.58255829549123e-08 8.90728190258379e-07 5.30506270770366e-07 "CCR5/ANPEP/CD4/CTSB/CTSL/CXCL8/DPP4/NCAM1/NRP1" 9
"GO:0051092" "BP" "GO:0051092" "positive regulation of NF-kappaB transcription factor activity" "9/92" "152/18723" 5.91020227270218e-08 9.37795631337053e-07 5.5853903420419e-07 "IL1B/CX3CR1/TLR3/STAT3/TICAM1/IL18/NLRP3/TLR4/TNF" 9
"GO:0006509" "BP" "GO:0006509" "membrane protein ectodomain proteolysis" "6/92" "43/18723" 6.28446142379471e-08 9.86282689023957e-07 5.87417303058177e-07 "IL1B/ADAM17/FURIN/IFNG/IL10/TNF" 6
"GO:0042088" "BP" "GO:0042088" "T-helper 1 type immune response" "6/92" "43/18723" 6.28446142379471e-08 9.86282689023957e-07 5.87417303058177e-07 "IL1B/CCR2/SLC11A1/IL18/MTOR/TLR4" 6
"GO:0002764" "BP" "GO:0002764" "immune response-regulating signaling pathway" "14/92" "468/18723" 6.50396686751894e-08 1.01518439366926e-06 6.04630787169238e-07 "TLR3/UNC93B1/TRAF3/TICAM1/IRF3/TLR7/CD14/CD19/CTSS/DDX58/HLA-A/IFIH1/RSAD2/TLR4" 14
"GO:0032611" "BP" "GO:0032611" "interleukin-1 beta production" "8/92" "110/18723" 6.78330451493731e-08 1.0474005681129e-06 6.23818326925474e-07 "CX3CR1/CCL3/STAT3/IFNG/JAK2/NLRP3/TLR4/TNF" 8
